5.653919830247741629e+02	0.000000000000000000e+00	1.410801
5.128463348862754856e+01	0.000000000000000000e+00	1.320229
7.480000000000000000e+02	1.000000000000000000e+00	1.300399
6.527546552438893741e+02	0.000000000000000000e+00	1.334844
2.003606823625329127e+02	0.000000000000000000e+00	1.45093
2.138001732033234248e+01	0.000000000000000000e+00	1.157645
6.082474938909316506e+02	0.000000000000000000e+00	1.000109
1.155328713788976671e+02	0.000000000000000000e+00	1.308974
3.976544415166273438e+02	0.000000000000000000e+00	1.065648
7.160147050494683754e+02	0.000000000000000000e+00	1.308295
9.848443515146713025e+02	0.000000000000000000e+00	1.267836
3.482037653084489648e+02	0.000000000000000000e+00	1.411801
3.422311748612831934e+02	0.000000000000000000e+00	1.104952
9.617875672145785302e+02	0.000000000000000000e+00	1.656658
9.664737312380776757e+02	0.000000000000000000e+00	1.09173
5.391729064482557305e+02	0.000000000000000000e+00	1.160807
4.844975038831961456e+02	0.000000000000000000e+00	1.16462
7.320262143051222665e+02	0.000000000000000000e+00	1.346407
8.527131600193318945e+02	0.000000000000000000e+00	1.160679
8.826311840027719882e+02	0.000000000000000000e+00	1.162102
2.340000000000000000e+02	1.000000000000000000e+00	1.424513
1.828398571576917959e+02	0.000000000000000000e+00	1.125711
7.988323568280965219e+02	0.000000000000000000e+00	1.253044
4.918213350785861735e+02	0.000000000000000000e+00	1.46324
4.742604887595247760e+02	0.000000000000000000e+00	1.120826
2.524036762009415042e+02	0.000000000000000000e+00	1.143823
5.368639653837498145e+02	0.000000000000000000e+00	1.334968
5.256368691086078115e+02	0.000000000000000000e+00	1.12951
4.918786945237788473e+02	0.000000000000000000e+00	1.231487
8.737197349985345909e+02	0.000000000000000000e+00	1.197835
4.703969449305101875e+02	0.000000000000000000e+00	1.365577
5.237671718357783845e+01	0.000000000000000000e+00	1.431636
9.420635967681032525e+02	0.000000000000000000e+00	1.319213
4.017074422519397672e+02	0.000000000000000000e+00	1.464096
6.073176512429628247e+02	0.000000000000000000e+00	1.145861
2.266871370650346194e+02	0.000000000000000000e+00	1.488944
4.437210040193283476e+02	0.000000000000000000e+00	1.133811
2.120251953053929981e+02	0.000000000000000000e+00	1.160559
2.324762345560258439e+02	0.000000000000000000e+00	1.296617
7.079558298790332174e+02	0.000000000000000000e+00	1.155313
9.346684584455132381e+02	0.000000000000000000e+00	1.196186
7.007336849757173241e+02	0.000000000000000000e+00	1.233895
9.232688663098520010e+01	0.000000000000000000e+00	1.332674
1.000572416877451360e+03	0.000000000000000000e+00	1.292821
2.705110259670539108e+02	0.000000000000000000e+00	1.245924
4.715008232516335624e+02	0.000000000000000000e+00	1.259975
4.540000000000000000e+02	1.000000000000000000e+00	1.240181
5.863296252778543476e+02	0.000000000000000000e+00	1.210674
6.357847194540868259e+02	0.000000000000000000e+00	1.000116
9.140000000000000000e+02	1.000000000000000000e+00	1.895387
2.892177953614557282e+02	0.000000000000000000e+00	1.485061
8.145660347379725863e+02	0.000000000000000000e+00	1.173051
5.510966089717828709e+02	0.000000000000000000e+00	1.40338
4.558259086017294521e+02	0.000000000000000000e+00	1.130728
5.155962523291051411e+02	0.000000000000000000e+00	1.165666
5.502196390853316643e+02	0.000000000000000000e+00	1.314687
1.224260833626198348e+02	0.000000000000000000e+00	1.129812
1.184661490895575469e+02	0.000000000000000000e+00	1.287741
2.447309060751383640e+02	0.000000000000000000e+00	1.000122
8.650269344285881061e+02	0.000000000000000000e+00	1.145967
5.087376758096564799e+02	0.000000000000000000e+00	1.149382
8.215494731855783357e+02	0.000000000000000000e+00	1.22146
5.529174170708109841e+02	0.000000000000000000e+00	1.311106
1.896523737071054256e+02	0.000000000000000000e+00	1.194088
2.345624460578931121e+02	0.000000000000000000e+00	1.03634
8.751903740543083359e+02	0.000000000000000000e+00	1.206187
4.109786197463644157e+02	0.000000000000000000e+00	1.480062
3.395612340514316543e+02	0.000000000000000000e+00	1.401631
8.527652923506914249e+02	0.000000000000000000e+00	1.248816
7.604018093343636338e+02	0.000000000000000000e+00	1.272368
6.942074718155144808e+01	0.000000000000000000e+00	1.062744
6.321610168546405930e+02	0.000000000000000000e+00	1.667406
9.219290987802967265e+02	0.000000000000000000e+00	1.000124
6.347478287807912238e+02	0.000000000000000000e+00	1.28271
6.950011627932345846e+02	0.000000000000000000e+00	1.302673
7.971434651622117826e+02	0.000000000000000000e+00	1.325232
2.943677759652088071e+02	0.000000000000000000e+00	1.035729
5.321663181487600696e+02	0.000000000000000000e+00	1.594838
5.720000000000000000e+02	1.000000000000000000e+00	1.140441
2.549773394135422677e+02	0.000000000000000000e+00	1.21667
7.860000000000000000e+02	1.000000000000000000e+00	1.307663
8.056330769751463095e+02	0.000000000000000000e+00	1.532225
9.022094235988830633e+02	0.000000000000000000e+00	1.54541
1.589756220717869439e+02	0.000000000000000000e+00	1.479378
6.750000000000000000e+02	1.000000000000000000e+00	1.424788
2.002169991088923382e+02	0.000000000000000000e+00	1.045307
2.382057019275746086e+02	0.000000000000000000e+00	1.115655
5.729226923507388847e+02	0.000000000000000000e+00	1.286885
8.190000000000000000e+02	1.000000000000000000e+00	1.179557
2.871941514591944724e+02	0.000000000000000000e+00	1.203792
7.998601195075987107e+02	0.000000000000000000e+00	1.194215
6.376178780058918392e+02	0.000000000000000000e+00	1.160046
6.787644586233594737e+02	0.000000000000000000e+00	1.561805
8.393371169625165749e+02	0.000000000000000000e+00	1.103143
6.292481036868982756e+02	0.000000000000000000e+00	1.41046
1.331597977467835392e+02	0.000000000000000000e+00	1.32891
9.144869744816969614e+02	0.000000000000000000e+00	1.304161
8.420000000000000000e+02	1.000000000000000000e+00	1.401302
1.161697074497594002e+02	0.000000000000000000e+00	1.439207
9.638932928688775519e+02	0.000000000000000000e+00	1.451695
1.417570150058826641e+02	0.000000000000000000e+00	1.445863
9.675002094627520819e+02	0.000000000000000000e+00	1.200974
9.809422427819034738e+02	0.000000000000000000e+00	1.291768
9.682697473000323498e+02	0.000000000000000000e+00	1.340038
8.055876440205619247e+02	0.000000000000000000e+00	1.363552
4.557860277338746755e+02	0.000000000000000000e+00	1.411018
6.738283818737536421e+02	0.000000000000000000e+00	1.340882
9.162559087431594662e+02	0.000000000000000000e+00	1.219089
9.400000000000000000e+01	1.000000000000000000e+00	1.317073
9.469740857794321300e+02	0.000000000000000000e+00	1.172201
1.000216347105284882e+02	0.000000000000000000e+00	1.272657
4.903470377896145465e+02	0.000000000000000000e+00	1.095488
4.091158856977004916e+02	0.000000000000000000e+00	1.411639
7.100000000000000000e+02	1.000000000000000000e+00	1.257005
9.515551698514269674e+02	0.000000000000000000e+00	1.407638
