9.489975965906395459e+02	0.000000000000000000e+00	1.319607389907363204e-01	8.613413430939961812e-02	4.714951323584375825e-02	7.204474702825583443e-02	4.743081909292676951e-02	3.508092395958366250e-02	1.499166885002425065e-01	1.439154054095425489e-02	2.811923609626363132e-02	8.949721709516963303e-03
3.900000000000000000e+01	1.000000000000000000e+00	2.606552825159039743e-01	4.095861845655658917e-01	9.804421254411226083e-02	3.292138650251020815e-01	8.408568484172693203e-02	7.391677090827869501e-02	4.160796597813077868e-01	3.378441575076131936e-02	4.288474108736538976e-02	3.675305026490341409e-02
5.030000000000000000e+02	1.000000000000000000e+00	1.175205955271360070e-01	1.899392179104339440e-01	3.105694052523950976e-02	9.243737783473698899e-02	1.019694390924545946e-01	3.766658168990900946e-02	1.788118315503932909e-01	1.713395174197915663e-02	2.413260857416595420e-02	1.726904553153171817e-02
5.080000000000000000e+02	1.000000000000000000e+00	2.699297160293867223e-02	6.284849992636687421e-02	2.196559642444089952e-02	2.470862593576798882e-02	3.015216879396002969e-02	1.475267765708769378e-02	2.542046199708677609e-02	7.136917698651113091e-03	1.359564778913355601e-02	3.557944921347521230e-03
9.020000000000000000e+02	1.000000000000000000e+00	5.699251627584363267e-02	7.089620638822922982e-02	1.342721871136830399e-02	4.599764214538924756e-02	3.240942406998453817e-02	1.059353849076303394e-02	5.486299829190614125e-02	7.425529158570007109e-03	8.542586938335355179e-03	2.761163700643863746e-03
9.509077827948344748e+02	0.000000000000000000e+00	5.778544291492807017e-02	6.584923939237102841e-02	2.324748830485898199e-02	6.069034060616992909e-02	4.208728604854367755e-02	2.252206586426327636e-02	7.835061960043027129e-02	2.140869848093387984e-02	4.058624796721498063e-02	9.407273607029694590e-03
4.830000000000000000e+02	1.000000000000000000e+00	1.687697049922571857e-01	1.640504692172214951e-01	6.228669179166762548e-02	9.325033543934412028e-02	8.436984497060655286e-02	4.201656924815626998e-02	1.953312450961982305e-01	2.409606342347586985e-02	2.152144655142965851e-02	9.887091952341942047e-03
8.159348827241829838e+01	0.000000000000000000e+00	3.353930954653350227e-02	6.760125278382943248e-02	1.837483893614946795e-02	5.592607515329896944e-02	2.380857582909345904e-02	1.967102666363022140e-02	7.358725811272352757e-02	8.541739943097433063e-03	1.549873465346637835e-02	3.280127602976131568e-03
5.524252519516012399e+02	0.000000000000000000e+00	1.065361817809502010e-01	1.673149677864709250e-01	7.202836075661855908e-02	1.097053808384896856e-01	8.743819358780721696e-02	6.502694380425461107e-02	8.368635086875778062e-02	2.384212517984702143e-02	5.275600617466552622e-02	1.643119489335963246e-02
4.780000000000000000e+02	1.000000000000000000e+00	6.684376169963744674e-02	9.053230699932356129e-02	2.224410490689048350e-02	6.998199158365862871e-02	5.743815372907389027e-02	2.497330914742214303e-02	1.090386738611536649e-01	1.417177121789936142e-02	3.545495401965005622e-02	1.055105666110059404e-02
