Patient_0	3.313327731947204261e-03	1.540531939489678953e-02	2.866840387807940548e-03	1.250121728596970475e-02	1.516383376774645478e-02	1.884527145324011582e-02	2.626518932548567008e-03	1.982746037782739251e-02	7.088120917962271138e-03	2.665028940527190693e-03	1.828654460910859522e-02	2.332776807348104983e-03	1.525018743431043669e-02	1.280762400311068021e-02	1.462086502681640698e-02	5.750626511115274238e-03	8.078492322438849543e-03	4.215398828307016809e-04	5.066934873587743311e-03	3.854965308070236983e-03	7.197729981998015822e-03	3.180741480312459894e-03	8.678260780428683624e-03	2.137067869247766261e-02	1.669462416979311840e-04	2.389471091716908330e-02	1.715745545269591055e-02	5.728405807863854587e-03	9.831458207688178672e-03	2.050985096362749685e-02	7.924805742301144207e-03	1.074317071623386889e-02	2.834136970368328345e-03	3.850977306031606092e-03	7.192920117585046083e-03	6.172994053035374060e-03	2.177579663306900004e-02	5.651539881712192535e-03	2.427604478574238445e-02	8.169534134432717559e-03	6.951489925457804073e-03	5.856736616126303379e-04	1.221775381802913014e-02	7.381064626908978403e-04	8.400800163704934959e-03	2.036867769353605060e-03	1.348852163384963408e-02	3.622759070165154638e-03	6.731074227315297746e-03	3.599082279304045145e-04	9.926008836644284721e-04	1.616013527197443511e-02	1.692232363281375232e-02	1.830031963420197111e-02	2.268071974129357016e-02	3.831657936081474085e-03	2.473386799669578806e-02	6.246703077654231287e-03	2.188094131798195771e-02	5.690073612178368247e-03	1.602659295200888415e-02	1.549782475735636197e-02	1.247657917764389245e-02	1.897100131998064737e-02	3.905767204354818750e-03	1.042036630571300561e-02	1.881567870481599958e-02	2.580516026700533511e-02	1.584468965974507662e-02	1.733646047083113942e-02	8.337046201153084507e-03	1.564128742119179349e-02	1.053898089993785588e-03	1.601448969770924435e-02	9.652703216682906968e-04	2.327062999257788894e-02	8.988524674050719226e-03	7.630716867608819051e-03	8.209229009067028557e-03	2.492455894122585711e-02	9.168518441292784066e-03	1.271223861542484374e-02	9.528497860293421926e-03	2.093801416458797304e-02	5.588024382987761760e-03	8.305457359656412755e-03	9.818671885958758783e-03	1.233900894804495704e-02	7.559051920441558700e-03	3.433990650385352825e-03	1.261509122363673428e-02	1.920692668542859846e-02	1.034224688823036538e-02	1.433204181838198740e-02	3.940778058567155281e-03	3.064096905182787326e-03	4.073740783068467881e-03	1.451784991465129154e-02	1.601915827698174866e-02	1.487211610926534797e-02
Patient_1	4.179454095531562677e-03	1.745345622177309555e-02	7.000264904760114884e-03	1.738205689363029466e-02	2.172556830520664534e-02	1.675623533966814904e-02	5.899707244793366695e-03	3.800758324376635189e-02	2.605367716033985676e-02	7.114096558276969233e-03	4.203528700093651232e-02	6.883455703169558300e-03	3.322345482756544621e-02	1.666579922927942381e-02	1.806013098977110945e-02	5.278679575655915827e-03	6.825915767062020779e-03	2.120704787144447011e-03	4.610600229443592019e-03	8.757984587430753254e-03	3.031811366500450355e-02	7.866687905080530299e-03	1.883628568716307766e-02	1.901848572942376955e-02	2.693576839211770865e-04	5.171493572182507548e-02	3.657243760624338813e-02	1.468568257305561016e-02	2.383574725418805690e-02	4.560375961203728956e-02	1.359851921517081334e-02	1.237168777371109273e-02	1.172843053937937946e-02	8.232797140169934719e-03	1.005581220410567411e-02	1.603767424374793332e-02	4.079583673017688622e-02	1.800257739917153835e-02	3.319308903558679941e-02	1.752260812570952814e-02	1.590823037831133255e-02	1.557275858261072347e-03	2.859659479593523734e-02	1.225416699023931409e-03	9.375993314545605709e-03	7.118943257215223919e-03	2.415365560643240386e-02	6.253631114322190550e-03	2.509516092856841837e-02	6.132670077117196314e-04	3.022512291454693481e-03	5.021124708983744356e-02	3.506861196999254415e-02	3.908721855072024715e-02	3.036903277141457178e-02	8.645486280146929062e-03	2.095257153299304176e-02	1.016593392626603982e-02	3.171440264092394851e-02	2.577460279775585852e-02	1.376313422643300928e-02	2.921882989260201832e-02	1.134055933118344010e-02	2.224843825455252028e-02	7.877286081089261011e-03	3.711081821643948814e-02	2.202878890865971745e-02	2.023260649094130170e-02	2.925508096845226558e-02	3.372142542369003376e-02	1.059607522386095402e-02	1.382050650110799861e-02	3.105309251446035108e-03	1.569028052464031125e-02	2.690975827434987679e-03	1.642066089183091479e-02	2.041576444422931597e-02	1.311644415199359447e-02	1.214745066539490471e-02	1.784627322817148448e-02	2.546490718625047528e-02	5.760289806797200957e-02	2.408670606864911704e-02	3.729366661310434816e-02	8.911030599226248822e-03	1.470258558496219045e-02	9.675508398584024491e-03	1.460357903994951613e-02	1.609600380870783790e-02	1.035138580273221344e-02	2.566920214196675640e-02	2.793429934860794731e-02	1.311837735486490880e-02	4.009593544360512407e-02	4.627221232772928475e-03	8.779487218745336830e-03	1.273266195186463501e-02	1.745439275741613588e-02	3.293940769469658192e-02	3.705844256789715685e-02
Patient_2	6.097840826845312475e-04	1.985823326621590293e-03	9.680889290020233988e-04	3.727327909456730742e-03	3.566411975129973530e-03	2.127328351673184008e-03	6.861420039422326533e-04	4.409413722159654173e-03	4.710803262146259079e-03	8.391571603152506468e-04	5.054803082259745964e-03	1.235446860328431179e-03	2.931659703082440879e-03	3.677436380654171451e-03	3.703916522140738438e-03	6.250007857561004979e-04	1.170023188339624782e-03	1.788052763999584561e-04	5.647836579796836672e-04	9.286338597580630263e-04	2.196378277750164580e-03	9.127730860802232143e-04	4.458841829122267217e-03	7.096759228687963758e-03	4.767313509411943989e-05	5.284485895941186916e-03	3.968470502255197485e-03	1.164049886514575624e-03	1.441589406739070224e-03	2.742101865632705533e-03	2.126419778944698292e-03	1.921959006425005487e-03	1.189834210019644544e-03	1.194705166860982395e-03	1.727594056117511294e-03	1.969373284271010768e-03	6.093251203098996871e-03	2.119416937480812866e-03	4.231910389407574948e-03	1.906654652342980013e-03	1.327175414835543403e-03	2.807786134066853371e-04	4.168141834701817421e-03	2.508928680095826773e-04	1.876102976262255650e-03	6.043043524695210786e-04	2.522540417028607592e-03	5.226194664826120783e-04	3.343502390391887152e-03	7.189491105936717571e-05	3.915869704897044154e-04	5.947286225752873405e-03	3.968658363849418384e-03	3.761845634923010641e-03	4.294684880190169883e-03	4.508222214594851101e-04	2.498637764699225550e-03	9.025034818161002843e-04	5.033403324467321596e-03	3.705261383991841420e-03	4.357510693762561491e-03	1.980013613719613409e-03	2.325405382337150662e-03	6.141112166425220613e-03	1.069881588205283049e-03	4.766727753934731603e-03	5.630436871036368848e-03	4.210422653209042534e-03	2.023308800462511083e-03	2.057033899778370947e-03	1.684778136718900581e-03	3.453639253956447986e-03	3.547151757413611012e-04	3.628571814954641671e-03	4.446340671995286146e-04	2.320770972311696646e-03	2.570406188554099757e-03	1.987684510513139987e-03	3.560294546221200521e-03	2.917974027604255515e-03	3.460247184908503068e-03	3.268759432927582226e-03	3.244909611744932303e-03	4.298409823029080215e-03	9.602519566334305305e-04	1.471633104085585389e-03	2.112160523996401470e-03	1.301293417833689981e-03	1.081200580872269165e-03	1.371919791920541169e-03	3.095114716983911850e-03	3.137925059867828319e-03	1.890544657950792452e-03	3.313285574220082089e-03	5.157112932979279057e-04	7.898511798678220768e-04	1.958191996117867630e-03	3.153252599796101292e-03	3.132137416676545813e-03	7.212133154074087601e-03
Patient_3	2.037098020835530991e-03	2.220673444164208282e-02	4.211746045883335045e-03	1.935765566154414030e-02	9.172584806280701178e-03	2.504753536690099841e-02	3.546369601099221350e-03	2.310797032378464344e-02	1.196165621516018240e-02	5.498802587174759018e-03	1.083479860391561161e-02	5.178246101236398669e-03	8.048152076395462262e-03	1.883442747493786415e-02	1.919337685613542455e-02	5.218014999015184799e-03	9.908717156424990194e-03	1.283974087286441322e-03	5.630398525821207756e-03	4.928241379468640410e-03	1.043461352680494225e-02	6.653262974264367163e-03	1.977325669399444819e-02	1.764090450883314121e-02	2.039145630083635352e-04	2.935626071356862293e-02	1.973628011137094213e-02	1.159311202699821013e-02	7.100737240060245314e-03	1.465635492646118025e-02	1.099190213825821001e-02	1.374907318010679808e-02	3.660938132540357461e-03	5.011522538070539538e-03	6.700731139651753404e-03	1.026213318674051508e-02	1.414642002767851729e-02	7.542648954928741871e-03	1.317544511524925202e-02	7.349717178153672772e-03	8.029024333887179246e-03	2.031627227091680789e-03	2.331005188748867460e-02	4.473885390810918385e-04	8.109372351619202612e-03	2.575782915146938249e-03	1.057798152040491380e-02	2.700583520136701395e-03	1.981695095303205242e-02	3.285080367275474691e-04	1.370889304801441383e-03	2.008944340829398392e-02	1.719345123111127097e-02	2.158102627560478173e-02	2.304411075991765270e-02	5.342315385055668164e-03	2.885667335778303866e-02	3.318150462937049117e-03	2.000256755571130918e-02	1.534415564938354862e-02	1.661096862458612961e-02	1.795455976962328018e-02	5.558423073374108708e-03	2.038701894108940413e-02	3.549901724055959558e-03	8.499876839742572313e-03	2.815975252092045578e-02	1.621367641401619958e-02	1.885855113521940282e-02	9.452376129130874577e-03	5.582828424526153563e-03	8.274821892480167806e-03	1.653177172314651512e-03	1.246817422008749884e-02	2.472342052414879931e-03	2.781461948684713775e-02	1.077507634067068586e-02	6.671556769855778446e-03	1.921448365274511585e-02	1.453535736528471442e-02	1.726964503258119135e-02	1.888119949862755720e-02	1.198470711810737353e-02	2.648945318063992277e-02	9.384811791915229420e-03	1.877368505493152984e-02	1.083832229262534155e-02	1.084902387735224571e-02	7.037813563569299269e-03	6.077401811368600415e-03	2.806938596605964426e-02	2.137808340312468899e-02	1.195969364045427336e-02	2.505827247193087234e-02	5.013355986217936031e-03	2.329972447788500323e-03	5.028221233838600646e-03	1.831305780688033749e-02	2.216631426029277291e-02	3.477212570672467973e-02
Patient_4	1.266908471663480808e-04	3.159164864375737765e-04	9.144133277976024450e-05	5.706337446350473854e-04	1.922253550779142253e-04	4.241480023152358449e-04	1.101084771791168142e-04	2.899552598206123427e-04	2.025556807840780244e-04	1.062330840389882225e-04	5.296716107154606293e-04	7.832410161306440255e-05	3.789293907866750095e-04	5.816412979987900696e-04	5.123886627474523101e-04	2.051774147169719903e-04	2.461676404502726118e-04	2.421780583519050588e-05	1.435964234828007865e-04	1.260081373174815403e-04	3.056519769503942717e-04	5.428606733363037904e-05	3.428751934289148390e-04	2.955913521765645455e-04	7.225078182125476415e-06	7.561597812600427248e-04	5.607131564856684004e-04	1.647526663917622716e-04	2.624712631562638307e-04	5.214201579248216355e-04	4.264003330184976083e-04	4.550745007667401140e-04	9.272351746371681384e-05	1.361054967090787873e-04	2.365061280370699213e-04	3.879581799585999301e-04	3.249094892352619103e-04	1.773426013275122089e-04	3.489256124673588769e-04	2.752022697100009680e-04	2.156608985518538592e-04	2.283843052543192860e-05	6.488361301948769805e-04	1.032480869856284219e-05	1.035803883063866323e-04	7.073466893445253911e-05	2.630875909717493035e-04	4.240685451848622407e-05	1.942411844949648776e-04	1.518094048613560860e-05	4.089197978051890923e-05	3.706047342742113302e-04	4.208793926073501473e-04	3.164878561564630609e-04	5.298506042058126649e-04	8.300872669146613220e-05	6.925541703800718778e-04	1.299365587340984684e-04	6.098917527406712193e-04	4.953167403750504240e-04	4.349238086988681078e-04	2.187362911388864646e-04	1.481574438967290239e-04	6.742058671240700168e-04	1.167147207029083301e-04	4.530051527485671895e-04	2.577164492129009371e-04	6.063248772056823235e-04	4.046451007469504136e-04	4.046139400778981320e-04	1.927594021006120593e-04	5.200540193826480931e-04	4.198796473282423561e-05	4.934706995939473111e-04	5.179621918109891284e-05	3.834748378677204847e-04	2.159467712952223067e-04	2.047022427745839575e-04	3.690872939133551731e-04	7.048344675451895160e-04	2.280815570214940208e-04	5.170811539979085734e-04	3.994537911567111878e-04	5.002183599227948835e-04	1.604664862465599484e-04	3.877542524901663357e-04	1.725269478188563540e-04	3.481837282683351333e-04	2.174394911097925795e-04	1.407826740270431585e-04	4.083974750261155700e-04	7.083106825776671039e-04	3.809317197494431939e-04	2.445430628476374197e-04	6.046044217487202168e-05	1.214355034382127134e-04	1.079665102509177874e-04	6.321969961057178917e-04	5.589783931260722911e-04	7.714787010888155038e-04
Patient_5	1.446160142178014416e-04	3.899379735811306759e-04	9.745661233855922229e-05	2.318789429597596240e-04	4.853795404302127634e-04	4.926382802513752700e-04	1.188590375552432796e-04	7.693920708742021594e-04	2.399938215293938336e-04	1.079544891305910008e-04	3.118375595888053364e-04	1.268794009168173120e-04	6.119202314228747424e-04	8.875544206695673566e-04	4.123813150379146680e-04	1.893077000689261102e-04	3.198838821514516859e-04	1.802701886062840672e-05	1.713427739265938727e-04	5.670000081596506209e-05	2.053887186059391373e-04	9.292945945777399586e-05	7.260270627623661250e-04	1.004338780610190222e-03	8.968088725788626026e-06	8.951361405467122244e-04	6.225643383411751022e-04	1.519289833615602167e-04	5.223862319702486830e-04	9.281241613932251795e-04	5.164250345089849061e-04	4.449197283956017016e-04	1.339431197944080103e-04	9.667834821477847538e-05	9.620122500142085184e-05	3.159849264752823995e-04	7.485588181036905570e-04	3.449814464476580402e-04	9.177656288100328715e-04	1.504848855387416913e-04	1.366087253761537595e-04	4.726614283022460117e-05	6.266443963772089275e-04	1.990429148311512181e-05	2.380420098138746432e-04	9.157061093333260205e-05	4.051668095190428262e-04	7.707439573377142326e-05	3.330561406445636265e-04	1.880299061300299760e-05	2.185454800192359508e-05	4.765893397366970812e-04	4.849108323395665910e-04	4.686167293946845577e-04	7.653301816724836356e-04	7.808727092416298634e-05	8.531185201163899931e-04	2.277819173389873848e-04	5.233222892178930174e-04	3.304668171700711563e-04	6.327913846367490529e-04	4.568101270986728800e-04	3.020550215851558300e-04	4.644505638121958647e-04	1.449377089264076068e-04	4.856816153336747616e-04	7.701609823143190647e-04	4.815588470113590946e-04	3.325181025475311934e-04	6.797889216087354709e-04	2.382943530611998835e-04	2.349372360388916154e-04	4.383364937061144011e-05	7.518549385140205557e-04	4.895605145078287386e-05	5.638512604430319201e-04	3.398397091923757610e-04	1.551943037374849707e-04	5.366661727590556381e-04	3.746184767254229285e-04	6.687441216286917978e-04	9.224395729397360686e-04	2.096633104222488477e-04	7.624524728707243997e-04	1.524615903978036196e-04	2.484461780602326684e-04	2.760597301689662994e-04	3.826433348828536547e-04	1.959562797618282924e-04	7.189820096386358725e-05	4.706994632303555370e-04	6.090608069568214863e-04	4.441957318658015081e-04	6.961401577063328419e-04	8.547121166709641614e-05	9.062490598651587589e-05	1.615836199460130647e-04	8.072379285883951247e-04	6.604873639882502057e-04	7.268740834375718137e-04
Patient_6	3.000840130488719500e-03	1.402290683591852008e-02	1.683294021769358127e-03	4.913052230113520470e-03	8.202584659079865947e-03	9.179926748464314543e-03	2.891181994366429520e-03	1.083523449341407610e-02	9.157146269898502541e-03	2.473630978008955171e-03	1.744782860959142104e-02	2.462801107174125183e-03	9.381638970421969648e-03	1.703728191607646950e-02	1.001656854519123591e-02	5.029663180271820230e-03	2.973824191044664375e-03	5.371812360851088925e-04	3.007813377159731204e-03	1.697336372790290201e-03	1.072571726133835640e-02	1.636319621624030907e-03	9.692937125097172632e-03	1.680174563507499594e-02	1.435747819065707044e-04	1.801227498627153145e-02	6.692392707092785498e-03	4.995463724352707489e-03	1.072122927826476071e-02	1.534863316487914374e-02	7.265269612894844665e-03	6.006686834104763353e-03	1.672382053532892781e-03	3.423721760742055083e-03	2.989468567116021144e-03	5.728941329276777267e-03	8.415127638527643630e-03	4.275222929252073256e-03	1.292269438757720143e-02	6.149975515081217495e-03	6.998142266982457574e-03	5.466946295139710286e-04	1.654062099553159360e-02	6.283706655788740816e-04	5.854540918362590926e-03	2.650604698464199653e-03	8.144520507796569261e-03	2.146353394231726840e-03	5.459074976438039323e-03	1.419455668489608472e-04	8.750924879822119876e-04	1.600277667844745080e-02	9.005516013890801572e-03	1.191783466919834125e-02	1.566779330562869527e-02	2.931806000266465144e-03	1.124740283582165504e-02	4.097485897285054086e-03	1.778575719721851855e-02	1.050673549982489643e-02	9.886426028570647825e-03	9.668401349073943440e-03	8.441861465827274480e-03	1.263990797311002716e-02	2.900484575084176075e-03	6.035823350358644063e-03	1.720671002278129427e-02	1.317188879526013170e-02	1.404041676487098426e-02	1.105804665627164139e-02	4.833949271017754824e-03	7.086351824221241019e-03	6.090403233429695154e-04	1.325341990010131185e-02	7.593467727219999292e-04	1.472129607114252767e-02	7.255921564652861172e-03	4.997264179636076373e-03	5.195020876224466094e-03	1.721657573029970398e-02	1.448967405969320971e-02	1.896618006447113938e-02	6.626067160623624885e-03	1.035499094940729725e-02	5.698782957025095783e-03	9.993270162283204514e-03	6.279848992035806134e-03	4.751750748360401323e-03	5.300948140427069050e-03	3.756551051730141338e-03	9.671761997183871140e-03	1.010422878609793483e-02	7.364017669502160787e-03	1.067804339002370768e-02	3.043549896779018660e-03	2.249232234915249026e-03	4.959847842583149820e-03	1.616386037690810407e-02	7.904962339037150537e-03	1.746381719506981400e-02
Patient_7	1.613102657644284668e-06	3.737869846776252673e-06	7.082568150117579864e-07	7.111309320179392186e-06	7.268628060853847217e-06	7.303249692237987526e-06	9.981009920550541993e-07	8.827899573683646052e-06	7.045039188286946551e-06	2.483607900767636838e-06	4.869240255803238720e-06	1.083358184498140299e-06	4.490624957200095064e-06	8.730313017304937976e-06	5.063877862361611361e-06	2.935213402127518258e-06	3.972791291251031937e-06	4.608454441713917610e-07	1.743199391127467136e-06	2.201313314810697153e-06	3.066837289585939770e-06	1.505508770282622361e-06	4.962918628426266551e-06	5.219180932772371876e-06	6.880119776058130545e-08	1.038301824246088868e-05	9.738385241582907687e-06	3.741356254324034363e-06	3.514716787495852671e-06	1.078920143646893998e-05	7.609113564940561682e-06	6.609646044121934574e-06	1.643285207569803534e-06	1.355189631862721624e-06	3.116934947764130019e-06	6.353423082228302167e-06	1.128664117441505984e-05	4.151048032081711897e-06	5.810656205852353549e-06	4.547507827608092358e-06	4.221323912087911068e-06	6.476957242593166054e-07	8.688517109926194136e-06	4.411701091234546261e-07	4.120824573848280298e-06	2.027442552593136139e-06	4.487523382028365576e-06	1.494568086533854917e-06	5.496618407617579755e-06	2.828266094507347985e-07	5.801844293097790304e-07	1.346237553493150123e-05	4.314890394198720349e-06	3.402772399686228602e-06	6.062324695829622895e-06	1.282946554339429108e-06	8.332329586867689752e-06	3.161978967423424154e-06	9.140122994043202212e-06	8.124527469692337947e-06	7.856263759345748682e-06	8.134607488356758486e-06	5.499982671805715733e-06	1.234631855684944427e-05	2.692113351620753882e-06	3.475719552545329778e-06	4.584784359566348503e-06	9.930176431175689002e-06	6.218969208091981200e-06	6.134036275001901200e-06	3.188020433524659954e-06	7.772794938026565911e-06	6.094639394916069121e-07	9.370171976415872501e-06	5.582785752813249595e-07	6.432587843548907090e-06	5.906375744196920760e-06	3.977826978400223578e-06	6.296243170388504859e-06	4.329762054128939829e-06	6.263178099215171658e-06	1.082540274447991229e-05	6.608170061827438774e-06	9.623534647024339767e-06	1.717294157503564831e-06	5.156747231762353393e-06	3.845204647580741528e-06	5.124929659317478074e-06	2.860888869066733667e-06	2.585497608022194661e-06	7.368853469969111950e-06	9.441958129234299081e-06	5.998642162559635403e-06	1.015217858560350812e-05	1.862156896526071050e-06	2.039648056466900408e-06	3.681535224860168850e-06	7.395912065357307962e-06	4.393402186891478707e-06	9.243251868657994226e-06
Patient_8	2.163148321350110304e-03	7.103788345992996175e-03	2.185680745962991639e-03	6.358311987970622151e-03	1.144345300319057554e-02	1.261163568435717808e-02	1.517857034116875618e-03	1.347146657199825397e-02	9.290408098575128962e-03	1.637152738177720564e-03	1.881290323488589086e-02	1.875794605772476090e-03	8.562082171643208700e-03	1.245562807463126281e-02	9.477009635691263298e-03	1.923484020449457276e-03	5.458362409831985645e-03	8.079382379128717106e-04	3.173252812933458934e-03	2.467510301881161577e-03	5.408710064772023415e-03	1.528513625921249517e-03	1.134098922835885884e-02	1.842000391886365607e-02	2.411986668535939955e-04	1.869709172781486642e-02	1.433241946247721527e-02	7.042153128775874293e-03	9.860918331669875359e-03	9.493286214762967912e-03	1.397728855264265130e-02	9.697479724908662779e-03	2.979124289604584332e-03	3.079575186090630946e-03	2.846220268889290174e-03	7.677608550890340118e-03	1.906126540427700508e-02	4.387972125688247536e-03	1.680043653136100226e-02	8.960715165208750499e-03	6.575155352435527872e-03	7.558581868171285927e-04	6.808449802224199668e-03	3.978713184509171654e-04	2.577530454184297128e-03	2.831365930021905591e-03	7.684586205702349446e-03	2.374192830938772446e-03	1.292992651699944456e-02	1.825503849985452703e-04	1.202692520585094561e-03	2.062399466154104036e-02	1.222254691502831433e-02	8.247514412683887991e-03	1.420387221977157700e-02	2.475560112407344197e-03	9.208767990227189823e-03	5.080564038178876814e-03	2.344448145670458006e-02	7.360038978244078794e-03	9.386459487378205277e-03	1.213276138488833533e-02	7.905652260280228785e-03	1.080622039034490056e-02	2.415630548940598480e-03	1.324779961172833920e-02	8.829371616653425292e-03	1.529850861722935676e-02	1.421489486809914167e-02	5.826750685002726748e-03	6.458286071809265713e-03	8.377816559398150800e-03	1.261006574967962410e-03	1.214905691705061609e-02	1.991462308818841426e-03	1.660891796679316371e-02	8.101926555186017564e-03	6.804013042500090501e-03	8.600748989526547580e-03	2.035947754153007161e-02	1.471995320989720468e-02	2.162547087669724338e-02	7.128909289392597673e-03	7.055277856289526688e-03	5.316630918592814802e-03	9.948461919441113979e-03	5.566235262369768379e-03	8.191450874497043649e-03	2.669115441922217252e-03	2.278271415785841636e-03	1.387979862569340035e-02	1.713891802593556571e-02	9.629142329194840047e-03	7.054551708282175149e-03	1.546989658230146954e-03	2.538417585699022545e-03	4.531180907386297280e-03	8.558508937216153037e-03	9.632720818124454465e-03	1.489182537851461985e-02
Patient_9	1.426330662782853744e-06	5.698964363238043777e-06	9.507309815675490288e-07	8.517881513447237175e-06	6.275732138371286107e-06	7.251224481042669601e-06	2.079564762478875408e-06	1.027564908686583528e-05	4.920396306708199464e-06	2.741574417766501276e-06	1.058650012340593875e-05	1.818478981061207578e-06	7.317413372231855190e-06	4.339004696172383458e-06	5.634961370792576029e-06	2.744203179318812309e-06	2.357364690598641488e-06	3.180118151897679311e-07	2.585868959822543361e-06	9.489873368044187733e-07	3.700255439096436601e-06	1.259854864988493972e-06	5.539504263428250512e-06	1.203717858471397249e-05	1.565125628506016486e-07	1.253624096834463981e-05	7.609011163045775629e-06	4.340837329027158632e-06	3.222285170433631568e-06	8.549255963640034253e-06	8.659640560642024529e-06	5.395211753969373511e-06	2.751478673219811690e-06	1.719443388743124508e-06	3.194278330796452392e-06	4.204068718969574408e-06	8.803216188137126706e-06	4.324232765343049390e-06	6.731157761248544469e-06	3.046679859901193802e-06	3.894044661137051222e-06	6.356594737638038701e-07	9.268920609279179522e-06	3.150110445016902974e-07	3.796010319238381337e-06	1.397054115426581281e-06	2.593456846200027867e-06	1.215478891555239867e-06	3.809099583137248089e-06	1.651790737964915763e-07	5.336093494563979677e-07	1.121943755848857429e-05	3.454974616962732343e-06	4.710682938346518005e-06	5.623689055199878435e-06	1.824133666820660127e-06	5.135536985138383176e-06	2.615973070053724293e-06	6.153029494967771404e-06	3.293209272325855526e-06	4.606650021426053493e-06	9.329713476139681641e-06	4.583093443963828033e-06	1.234978484916109158e-05	2.205724487299682273e-06	9.231151374658642470e-06	6.601467736751568190e-06	6.774945117706986428e-06	5.307402465617756527e-06	5.851112214978146261e-06	3.655662825193877090e-06	6.304277838646735286e-06	1.080786493324372024e-06	7.386389395759253954e-06	1.174281097538682951e-06	4.376949520250586684e-06	3.625197095966778611e-06	4.422852805942134676e-06	2.852719112727213465e-06	1.066548964554639916e-05	4.643610424677395552e-06	6.729312844748986869e-06	2.918522704328976029e-06	9.958420324748563517e-06	4.004870300513272979e-06	3.111183431482889773e-06	4.729058629682546692e-06	4.693359586720665340e-06	4.453236744939969693e-06	2.400691472911545655e-06	7.636674062883041391e-06	8.837893016987343728e-06	2.695526258709343112e-06	6.846094687925456634e-06	2.249611465798276889e-06	1.634535280869250676e-06	2.517250527727380885e-06	5.158093235693881690e-06	5.109888422323291001e-06	6.700830349761354875e-06
